100000 3
0.288296 0.655433 0.642584 
0.326477 0.537867 0.616985 
0.176041 0.826345 0.640421 
0.127116 0.488567 0.813006 
0.019170 0.732746 0.775879 
0.278816 0.619523 0.764685 
0.184301 0.889454 0.650407 
0.110389 0.523223 0.852490 
0.076736 0.795362 0.625030 
0.128355 0.724328 0.592873 
0.171729 0.623631 0.718743 
0.080222 0.872936 0.593269 
0.136088 0.838117 0.659387 
0.340475 0.659090 0.576434 
0.260886 0.615373 0.838754 
0.124709 0.631651 0.808882 
0.146302 0.840308 0.677700 
0.183295 0.741784 0.687522 
0.005489 0.731936 0.730913 
0.205120 0.506447 0.747169 
0.145559 0.538795 0.837399 
0.113580 0.720029 0.601947 
0.129223 0.704688 0.554041 
0.025520 0.518642 0.952826 
0.310343 0.584763 0.586566 
0.057874 0.703002 0.678540 
0.367450 0.548667 0.680318 
0.391885 0.533251 0.489810 
0.045752 0.559461 0.932706 
0.068429 0.665170 0.601035 
0.215358 0.656402 0.593634 
0.301139 0.780867 0.584276 
0.116394 0.821787 0.563984 
0.162422 0.477012 0.778800 
0.329716 0.611080 0.543905 
0.331613 0.627040 0.589583 
0.020364 0.816325 0.635529 
0.345081 0.568102 0.508432 
0.084422 0.668649 0.887278 
0.042376 0.563915 0.945311 
0.343959 0.570628 0.553390 
0.165687 0.614143 0.639768 
0.147432 0.750014 0.592861 
0.016182 0.920778 0.625041 
0.379382 0.525483 0.652453 
0.139767 0.543477 0.938926 
0.126960 0.486561 0.799419 
0.219777 0.585195 0.583887 
0.022660 0.764151 0.674338 
0.129959 0.541853 0.952104 
0.160107 0.488236 0.749139 
0.093230 0.543748 0.794558 
0.067190 0.630328 0.807363 
0.052384 0.584769 0.800605 
0.028607 0.916369 0.616297 
0.007779 0.673111 0.893485 
0.212289 0.674809 0.786303 
0.034344 0.712268 0.769914 
0.160565 0.744836 0.643069 
0.139682 0.657990 0.648927 
0.070001 0.580163 0.850335 
0.140702 0.710134 0.618117 
0.008988 0.864440 0.730437 
0.008395 0.571938 0.908143 
0.104402 0.804533 0.524685 
0.377266 0.620072 0.624115 
0.010409 0.885885 0.688941 
0.491838 0.538278 0.570292 
0.132286 0.743473 0.551639 
0.471425 0.524843 0.500869 
0.215859 0.640242 0.755727 
0.128052 0.725502 0.632680 
0.070344 0.621603 0.788349 
0.045802 0.971819 0.554856 
0.488195 0.546336 0.601734 
0.466026 0.533953 0.522056 
0.094193 0.652600 0.757197 
0.155776 0.556271 0.717153 
0.182342 0.688504 0.654175 
0.191316 0.784304 0.654267 
0.031785 0.884671 0.672090 
0.332228 0.591469 0.609954 
0.027204 0.807819 0.684155 
0.192736 0.689520 0.845489 
0.283331 0.536771 0.774242 
0.032107 0.726204 0.697963 
0.097728 0.850503 0.560493 
0.363799 0.618611 0.565995 
0.162566 0.788182 0.526699 
0.183071 0.711823 0.644155 
0.235791 0.592155 0.816142 
0.269969 0.474429 0.584448 
0.077000 0.560844 0.847293 
0.108137 0.507597 0.892526 
0.209611 0.787163 0.598197 
0.084280 0.940447 0.527463 
0.221925 0.617417 0.820719 
0.125244 0.752484 0.696592 
0.507155 0.538947 0.525013 
0.325853 0.643104 0.557494 
0.053504 0.869009 0.718747 
0.012193 0.867491 0.636709 
0.121486 0.788966 0.487361 
0.041461 0.632954 0.626980 
0.437118 0.536244 0.536622 
0.008544 0.960504 0.541227 
0.075690 0.878873 0.627333 
0.076778 0.893092 0.569406 
0.297784 0.457803 0.583527 
0.210789 0.686111 0.508287 
0.358563 0.614245 0.577834 
0.260454 0.524170 0.761692 
0.248687 0.795105 0.560048 
0.296049 0.521996 0.703277 
0.258468 0.596949 0.624925 
0.229101 0.547503 0.636251 
0.051640 0.849289 0.469148 
0.248115 0.644418 0.646866 
0.203833 0.816515 0.755333 
0.208467 0.636167 0.519276 
0.335681 0.590021 0.621422 
0.232484 0.645544 0.447872 
0.049794 0.594511 0.816664 
0.317361 0.559651 0.556389 
0.479176 0.592444 0.606723 
0.437689 0.494801 0.496895 
0.124561 0.784084 0.576274 
0.244517 0.696532 0.584453 
0.030162 0.937303 0.571063 
0.236574 0.758879 0.529379 
0.310582 0.504124 0.638691 
0.291292 0.551337 0.603462 
0.480490 0.585385 0.549205 
0.104461 0.785656 0.665350 
0.193495 0.721557 0.640106 
0.226135 0.670829 0.494602 
0.295229 0.559982 0.680188 
0.206732 0.607722 0.679237 
0.333036 0.615996 0.527277 
0.201481 0.525993 0.787257 
0.388604 0.567296 0.516646 
0.071309 0.936222 0.639268 
0.073634 0.531546 0.787113 
0.201507 0.680453 0.587214 
0.067303 0.753025 0.618539 
0.020817 0.739249 0.778379 
0.100009 0.701545 0.856565 
0.305722 0.661421 0.593709 
0.360468 0.537871 0.587770 
0.169598 0.582101 0.745557 
0.382964 0.629058 0.562182 
0.414465 0.485660 0.545859 
0.054350 0.870306 0.528829 
0.134076 0.657413 0.813184 
0.151778 0.752665 0.602178 
0.064249 0.659056 0.893729 
0.061589 0.829716 0.673433 
0.100790 0.655943 0.735961 
0.169307 0.566679 0.800978 
0.024025 0.792831 0.755233 
0.134994 0.599375 0.659404 
0.153863 0.736218 0.855834 
0.190633 0.706153 0.584139 
0.163112 0.490693 0.733528 
0.266896 0.632410 0.580137 
0.414848 0.610526 0.554693 
0.004091 0.955008 0.527035 
0.326731 0.666183 0.667088 
0.040426 0.639274 0.909137 
0.324069 0.536017 0.618040 
0.039272 0.688081 0.882174 
0.099339 0.802007 0.558374 
0.091158 0.518165 0.840506 
0.245399 0.548708 0.685634 
0.139016 0.659184 0.839366 
0.362146 0.539558 0.522736 
0.041996 0.686470 0.761461 
0.066620 0.941598 0.560688 
0.238296 0.676472 0.735482 
0.013672 0.686785 0.688731 
0.148987 0.655846 0.616078 
0.024371 0.616876 0.797006 
0.292397 0.634280 0.467958 
0.426651 0.551491 0.546691 
0.128768 0.624850 0.834789 
0.174099 0.554526 0.859314 
0.115486 0.577987 0.686576 
0.107387 0.739339 0.617321 
0.374946 0.570248 0.558245 
0.214621 0.529020 0.641895 
0.123092 0.804981 0.521378 
0.269843 0.558316 0.730622 
0.091127 0.619132 0.777122 
0.034091 0.744691 0.508666 
0.177670 0.726775 0.714451 
0.061854 0.512456 0.826724 
0.315453 0.552063 0.635388 
0.128846 0.609258 0.799541 
0.399336 0.500306 0.528347 
0.123010 0.876756 0.732497 
0.142211 0.646123 0.918523 
0.444155 0.612100 0.636840 
0.270716 0.606515 0.751633 
0.433280 0.566007 0.514058 
0.050758 0.727322 0.684889 
0.127524 0.602651 0.878850 
0.243470 0.601535 0.485784 
0.127607 0.618869 0.783717 
0.237222 0.533468 0.729146 
0.221029 0.818430 0.642852 
0.142019 0.708983 0.802193 
0.012639 0.701058 0.654602 
0.052702 0.613704 0.851093 
0.194047 0.826723 0.524672 
0.033859 0.865000 0.743263 
0.047811 0.702455 0.805176 
0.006563 0.639324 0.952585 
0.363798 0.614567 0.542770 
0.053506 0.863579 0.573094 
0.262892 0.836194 0.549740 
0.124846 0.697504 0.697662 
0.258955 0.593670 0.628016 
0.058406 0.671969 0.813454 
0.276158 0.584123 0.611545 
0.098232 0.850722 0.647347 
0.360731 0.584069 0.554503 
0.039850 0.815875 0.602871 
0.041269 0.925122 0.614600 
0.130629 0.724585 0.734464 
0.190578 0.732548 0.521988 
0.039453 0.647190 0.893355 
0.033923 0.862709 0.552282 
0.106066 0.768552 0.734565 
0.153725 0.922248 0.687750 
0.056421 0.503729 0.813076 
0.144618 0.708046 0.576791 
0.001053 0.643434 0.864513 
0.072025 0.805400 0.650219 
0.067133 0.650769 0.784789 
0.117325 0.528560 0.934196 
0.075632 0.907474 0.592597 
0.031792 0.695450 0.762062 
0.120389 0.902040 0.535313 
0.036764 0.681969 0.757024 
0.162485 0.792307 0.603437 
0.228351 0.796509 0.716122 
0.410240 0.595641 0.563641 
0.114380 0.743842 0.655680 
0.117222 0.602912 0.918657 
0.006022 0.644425 0.791057 
0.289539 0.587526 0.566649 
0.038574 0.782694 0.680073 
0.382818 0.567854 0.651515 
0.182569 0.576335 0.822368 
0.389517 0.509825 0.565326 
0.165621 0.692575 0.709730 
0.372921 0.508911 0.557741 
0.150370 0.550881 0.777451 
0.072216 0.842467 0.609853 
0.127898 0.607799 0.745285 
0.133883 0.549609 0.780233 
0.247564 0.727243 0.641045 
0.292363 0.627302 0.557321 
0.025754 0.762153 0.749681 
0.301048 0.531444 0.699530 
0.142419 0.543705 0.922496 
0.257513 0.617740 0.577036 
0.168935 0.564520 0.765131 
0.148189 0.864216 0.657142 
0.253137 0.755559 0.561599 
0.090838 0.894286 0.572348 
0.065806 0.525656 0.922905 
0.142223 0.766117 0.575135 
0.131283 0.736634 0.583538 
0.169867 0.722926 0.562711 
0.137145 0.559320 0.810394 
0.189401 0.711554 0.769550 
0.155378 0.656027 0.790185 
0.259285 0.612585 0.717362 
0.252739 0.550564 0.617715 
0.216308 0.547856 0.709068 
0.347501 0.541018 0.682169 
0.239908 0.470301 0.687492 
0.353281 0.597593 0.514278 
0.085139 0.868022 0.616651 
0.089806 0.615711 0.658173 
0.117922 0.527054 0.727915 
0.081498 0.848142 0.608571 
0.065893 0.655612 0.860771 
0.033284 0.881060 0.620065 
0.225712 0.812594 0.644432 
0.202031 0.722129 0.712891 
0.165211 0.564561 0.716990 
0.125672 0.836307 0.736013 
0.352671 0.529662 0.633417 
0.166768 0.820697 0.602586 
0.126079 0.711388 0.710777 
0.026748 0.711745 0.745012 
0.003001 0.585119 0.878116 
0.025145 0.653479 0.804701 
0.113338 0.641764 0.872523 
0.084272 0.602771 0.889607 
0.360735 0.572306 0.587162 
0.106494 0.868559 0.507887 
0.434521 0.567493 0.653030 
0.078883 0.674159 0.885456 
0.147501 0.854770 0.514235 
0.035644 0.502896 0.844126 
0.108995 0.599413 0.786303 
0.070736 0.825991 0.579489 
0.295418 0.523386 0.739679 
0.143518 0.738089 0.601759 
0.229123 0.642194 0.546721 
0.202675 0.494137 0.733757 
0.173674 0.731975 0.538157 
0.115734 0.721399 0.740608 
0.119621 0.721736 0.624136 
0.024866 0.886567 0.682650 
0.216626 0.656954 0.625365 
0.093979 0.694045 0.730333 
0.031772 0.676738 0.712893 
0.002128 0.794369 0.579031 
0.220459 0.711584 0.607709 
0.295254 0.675666 0.610104 
0.129670 0.624832 0.816475 
0.454651 0.605571 0.612121 
0.100266 0.573122 0.949739 
0.073928 0.506334 0.788225 
0.028976 0.715847 0.722666 
0.413952 0.550980 0.629449 
0.278913 0.473164 0.639746 
0.212094 0.603890 0.668068 
0.080251 0.975483 0.544225 
0.086483 0.779121 0.700713 
0.068194 0.874079 0.495073 
0.240475 0.503838 0.635927 
0.056414 0.820612 0.809219 
0.137437 0.652482 0.793611 
0.083337 0.706179 0.482113 
0.403554 0.575650 0.631571 
0.019471 0.773641 0.763618 
0.122293 0.615816 0.821754 
0.173560 0.894497 0.577524 
0.344279 0.526054 0.635793 
0.179749 0.494045 0.796874 
0.057367 0.854496 0.698080 
0.041670 0.582331 0.836824 
0.022600 0.966041 0.507548 
0.335639 0.543596 0.632941 
0.084525 0.676935 0.777189 
0.311477 0.511565 0.561736 
0.011207 0.596380 0.910749 
0.146475 0.599097 0.788004 
0.392496 0.516500 0.525518 
0.070124 0.727632 0.672136 
0.118420 0.540905 0.922686 
0.038221 0.736369 0.887939 
0.274671 0.520576 0.751977 
0.166672 0.862826 0.651370 
0.327392 0.638022 0.502681 
0.150798 0.673977 0.751258 
0.104301 0.576525 0.737745 
0.255009 0.662954 0.749448 
0.271381 0.735899 0.526442 
0.118501 0.699577 0.833264 
0.190859 0.762631 0.621440 
0.295060 0.577865 0.571534 
0.247079 0.596110 0.624946 
0.324989 0.622555 0.662422 
0.221455 0.549383 0.851672 
0.476596 0.522265 0.530542 
0.089850 0.783638 0.518313 
0.165128 0.722707 0.723857 
0.052529 0.674408 0.765522 
0.139916 0.475332 0.725851 
0.218029 0.761093 0.712820 
0.120065 0.784340 0.681391 
0.206727 0.702394 0.760719 
0.087262 0.663136 0.710472 
0.158002 0.709052 0.764084 
0.155079 0.578103 0.683315 
0.387744 0.529202 0.534959 
0.058527 0.887022 0.588421 
0.446186 0.552023 0.522068 
0.062063 0.863505 0.703320 
0.130726 0.599769 0.773615 
0.198384 0.730500 0.674358 
0.038562 0.763552 0.712990 
0.053916 0.584303 0.973404 
0.305165 0.643111 0.729877 
0.200493 0.638243 0.761349 
0.098927 0.980094 0.540600 
0.138598 0.899274 0.537605 
0.166710 0.587261 0.626838 
0.067902 0.966865 0.635868 
0.093808 0.507801 0.864524 
0.177031 0.660902 0.741968 
0.352656 0.673060 0.641957 
0.313134 0.654708 0.621080 
0.422103 0.545940 0.594739 
0.188339 0.482841 0.683148 
0.158856 0.804222 0.498335 
0.042110 0.785390 0.724068 
0.394552 0.557594 0.516346 
0.225218 0.754234 0.510999 
0.082978 0.530541 0.902061 
0.251131 0.632506 0.613368 
0.081230 0.575276 0.974889 
0.122385 0.608136 0.556087 
0.100836 0.899544 0.692160 
0.219358 0.775893 0.509572 
0.087436 0.744722 0.643843 
0.429044 0.529551 0.604924 
0.229874 0.677232 0.585124 
0.323084 0.556275 0.612425 
0.152078 0.692039 0.632532 
0.329114 0.562336 0.567334 
0.114086 0.759134 0.758441 
0.196608 0.455497 0.711213 
0.156026 0.649647 0.693043 
0.374320 0.547263 0.649295 
0.191203 0.802946 0.547319 
0.313159 0.560642 0.636066 
0.140507 0.522307 0.771213 
0.386230 0.467389 0.545556 
0.284912 0.642409 0.475976 
0.255299 0.720827 0.541391 
0.230698 0.495913 0.701152 
0.376915 0.540676 0.585540 
0.332078 0.646723 0.820678 
0.349272 0.534665 0.547345 
0.016063 0.732900 0.655682 
0.099282 0.734733 0.638019 
0.249001 0.698781 0.515086 
0.088924 0.896084 0.534653 
0.312485 0.535643 0.532133 
0.019490 0.614435 0.956458 
0.241909 0.495127 0.682853 
0.182405 0.782856 0.556007 
0.072392 0.625541 0.695053 
0.013209 0.702015 0.755011 
0.070912 0.551561 0.828551 
0.223318 0.601054 0.621437 
0.102789 0.714402 0.859852 
0.019907 0.645336 0.804905 
0.131596 0.531130 0.789428 
0.049365 0.889519 0.515926 
0.129361 0.604411 0.775655 
0.373396 0.632863 0.538187 
0.033571 0.434817 0.820421 
0.075229 0.863884 0.636151 
0.009394 0.481640 0.944706 
0.101894 0.988833 0.545721 
0.323020 0.709980 0.608555 
0.363368 0.594690 0.480627 
0.181034 0.697056 0.684884 
0.045882 0.912491 0.552283 
0.389926 0.574643 0.554112 
0.086050 0.970641 0.589295 
0.132809 0.648302 0.721002 
0.049918 0.970059 0.516112 
0.260568 0.532225 0.641873 
0.222192 0.738425 0.573866 
0.142474 0.681837 0.621657 
0.019607 0.758652 0.699843 
0.046720 0.561369 0.907084 
0.285515 0.648030 0.614874 
0.181089 0.633630 0.687426 
0.088306 0.783122 0.546480 
0.301680 0.630921 0.633757 
0.078594 0.927535 0.544163 
0.199056 0.510287 0.738942 
0.086626 0.717142 0.697019 
0.136309 0.765016 0.597771 
0.021573 0.821514 0.585467 
0.121663 0.716226 0.817893 
0.173405 0.539161 0.716420 
0.145597 0.634866 0.708091 
0.223806 0.554189 0.731529 
0.124340 0.546211 0.856339 
0.299135 0.585658 0.557713 
0.302221 0.564842 0.629133 
0.162174 0.704498 0.497435 
0.444738 0.475420 0.504927 
0.164085 0.661212 0.777215 
0.064540 0.619595 0.798793 
0.059220 0.525038 0.978494 
0.250159 0.800614 0.627397 
0.362399 0.557164 0.469908 
0.068876 0.768851 0.560155 
0.419911 0.618553 0.528312 
0.293334 0.550336 0.649575 
0.125899 0.707924 0.614180 
0.192608 0.802323 0.516787 
0.075199 0.730347 0.649799 
0.103428 0.558235 0.973969 
0.113761 0.611733 0.830508 
0.026959 0.594985 0.961965 
0.061601 0.718251 0.780739 
0.331925 0.621884 0.631868 
0.164282 0.827473 0.683829 
0.035357 0.782042 0.991420 
0.169002 0.849796 0.533078 
0.003780 0.664181 0.711213 
0.018247 0.800997 0.879224 
0.082238 0.693376 0.848494 
0.018894 0.800261 0.667639 
0.010025 0.637581 0.792822 
0.037847 0.841243 0.639411 
0.087160 0.774420 0.662648 
0.150302 0.781116 0.568678 
0.064449 0.598020 0.791520 
0.027910 0.551865 0.762612 
0.141547 0.666595 0.745798 
0.043123 0.529595 0.980544 
0.028184 0.891542 0.556572 
0.328764 0.643671 0.547339 
0.061147 0.660721 0.811322 
0.203515 0.611820 0.717626 
0.078155 0.635221 0.740706 
0.050648 0.581686 0.901024 
0.135200 0.621029 0.879683 
0.114766 0.806856 0.697119 
0.139302 0.642018 0.611596 
0.296421 0.602234 0.669166 
0.030116 0.626185 0.791625 
0.038493 0.583062 0.966924 
0.092037 0.805055 0.541416 
0.382913 0.564156 0.581630 
0.092300 0.606317 0.713728 
0.102951 0.649941 0.746487 
0.208097 0.678784 0.612117 
0.187779 0.740876 0.640343 
0.216650 0.641578 0.697286 
0.192506 0.731059 0.530665 
0.144403 0.645566 0.663136 
0.175228 0.754674 0.581478 
0.196115 0.599680 0.724970 
0.222472 0.770404 0.527155 
0.072426 0.924042 0.658245 
0.298423 0.619873 0.635539 
0.416499 0.591365 0.531941 
0.106387 0.545314 0.955220 
0.108237 0.751177 0.647792 
0.480758 0.539422 0.572771 
0.251385 0.717219 0.527063 
0.014831 0.544554 0.997976 
0.185949 0.592016 0.755648 
0.008423 0.762645 0.839074 
0.191087 0.486357 0.759541 
0.075297 0.661332 0.813500 
0.135136 0.468779 0.717672 
0.041236 0.502935 0.939194 
0.005515 0.869108 0.519882 
0.085848 0.549073 0.973271 
0.096287 0.810693 0.526030 
0.261074 0.526644 0.636708 
0.068246 0.548833 0.902173 
0.112561 0.686998 0.681621 
0.052739 0.653366 0.776356 
0.283739 0.596801 0.564573 
0.292721 0.675703 0.496481 
0.438558 0.553644 0.570060 
0.133131 0.490756 0.811036 
0.354629 0.537982 0.541108 
0.052659 0.855319 0.660499 
0.350402 0.658546 0.580830 
0.150684 0.503307 0.831235 
0.324917 0.632797 0.604682 
0.079776 0.549514 0.716324 
0.433799 0.516126 0.585366 
0.395117 0.638044 0.518176 
0.078299 0.497355 0.748443 
0.278410 0.692557 0.508088 
0.104111 0.835649 0.689688 
0.250066 0.639030 0.755416 
0.057100 0.761158 0.765672 
0.217519 0.722273 0.605239 
0.131202 0.853019 0.503137 
0.186431 0.599864 0.711154 
0.348880 0.685729 0.765757 
0.116684 0.804621 0.684178 
0.088308 0.897494 0.563498 
0.128630 0.803883 0.719724 
0.427412 0.560021 0.587724 
0.187698 0.546768 0.779169 
0.101046 0.616614 0.768177 
0.148381 0.760983 0.593955 
0.274492 0.590535 0.633466 
0.318251 0.673543 0.654284 
0.305778 0.767960 0.559507 
0.339934 0.563171 0.547149 
0.317058 0.525584 0.633218 
0.115064 0.837416 0.618123 
0.134452 0.536112 0.848519 
0.438711 0.544887 0.604673 
0.022998 0.798356 0.560011 
0.051965 0.653053 0.691529 
0.193434 0.589358 0.698236 
0.229196 0.503187 0.775822 
0.002914 0.848200 0.632615 
0.099881 0.459023 0.788126 
0.096392 0.607519 0.741652 
0.231090 0.670779 0.742554 
0.316028 0.543166 0.598465 
0.298704 0.517715 0.633619 
0.194461 0.795228 0.581517 
0.054042 0.825670 0.633527 
0.036100 0.829724 0.554133 
0.204625 0.566977 0.785403 
0.224307 0.660812 0.485224 
0.330288 0.594618 0.639532 
0.144565 0.547859 0.691407 
0.179749 0.802894 0.534028 
0.358245 0.575142 0.490338 
0.272387 0.580070 0.784881 
0.119872 0.719086 0.709125 
0.046932 0.759257 0.836632 
0.111227 0.642031 0.863524 
0.177476 0.627613 0.739561 
0.080431 0.832493 0.600044 
0.049021 0.774174 0.764743 
0.202632 0.667960 0.604337 
0.335158 0.525822 0.672827 
0.227861 0.687728 0.608089 
0.386515 0.500503 0.603056 
0.169925 0.818601 0.624931 
0.149192 0.466707 0.695890 
0.423043 0.573505 0.558115 
0.267890 0.778709 0.523510 
0.105426 0.847553 0.560297 
0.127054 0.773312 0.608207 
0.026996 0.769082 0.675869 
0.331072 0.534327 0.586141 
0.287246 0.470435 0.635567 
0.110990 0.736692 0.467263 
0.043260 0.598575 0.853138 
0.187002 0.728949 0.703550 
0.292048 0.553421 0.684466 
0.006839 0.921569 0.526825 
0.061056 0.768826 0.522833 
0.057424 0.654380 0.681941 
0.313956 0.579076 0.588492 
0.198341 0.817172 0.544478 
0.009154 0.513946 0.955559 
0.163936 0.546749 0.711829 
0.210424 0.543710 0.742088 
0.175163 0.783350 0.785105 
0.347759 0.559620 0.606962 
0.358490 0.642700 0.629857 
0.121697 0.548411 0.790964 
0.005621 0.828989 0.660545 
0.400225 0.625576 0.628940 
0.051790 0.529023 0.917617 
0.188759 0.708289 0.521140 
0.346472 0.566591 0.591129 
0.024689 0.619251 0.770023 
0.150628 0.849628 0.546042 
0.062726 0.858186 0.478783 
0.344044 0.535384 0.708796 
0.115465 0.880070 0.501754 
0.167818 0.531625 0.794465 
0.118596 0.849863 0.576291 
0.114758 0.645780 0.769209 
0.211173 0.757448 0.587911 
0.234053 0.818583 0.574930 
0.056013 0.694588 0.675956 
0.229306 0.755357 0.571595 
0.257177 0.711722 0.524369 
0.218249 0.741872 0.528542 
0.347063 0.588593 0.480204 
0.263101 0.651984 0.506908 
0.220683 0.532427 0.705895 
0.232933 0.638408 0.602803 
0.264342 0.602289 0.505661 
0.203301 0.700015 0.738204 
0.224667 0.697842 0.857451 
0.177003 0.729317 0.504737 
0.263269 0.535805 0.623454 
0.018794 0.917517 0.594466 
0.238978 0.554671 0.673641 
0.043132 0.528963 0.938613 
0.084594 0.641977 0.752370 
0.229909 0.587518 0.880126 
0.098713 0.721867 0.538296 
0.010354 0.883496 0.643705 
0.014714 0.613943 0.823686 
0.201418 0.734000 0.552678 
0.074564 0.943181 0.555853 
0.251090 0.643640 0.682202 
0.095592 0.675603 0.726964 
0.173395 0.518361 0.833948 
0.349589 0.687818 0.529135 
0.403293 0.628825 0.524814 
0.254300 0.733688 0.497551 
0.062613 0.716316 0.610860 
0.187059 0.476236 0.734841 
0.046480 0.551958 0.761494 
0.031959 0.793443 0.750605 
0.134873 0.634517 0.759379 
0.021929 0.562214 0.794516 
0.038031 0.916892 0.635513 
0.257139 0.504576 0.736467 
0.060644 0.938283 0.635842 
0.158798 0.631356 0.764825 
0.306427 0.730386 0.617108 
0.017558 0.833142 0.479125 
0.359716 0.519095 0.581500 
0.165315 0.546275 0.779881 
0.155902 0.895736 0.637923 
0.095885 0.793844 0.665345 
0.113614 0.736920 0.637351 
0.053852 0.625819 0.854603 
0.030676 0.565752 0.983304 
0.045184 0.620050 0.837463 
0.240495 0.750844 0.626044 
0.069508 0.502771 0.908416 
0.111280 0.813154 0.464101 
0.022332 0.845432 0.758099 
0.134835 0.925655 0.558710 
0.125260 0.626733 0.854659 
0.209483 0.607688 0.696350 
0.225947 0.615517 0.723980 
0.269910 0.618750 0.528592 
0.015469 0.866017 0.546906 
0.245513 0.611126 0.656529 
0.076610 0.782938 0.661005 
0.378522 0.637098 0.629602 
0.122114 0.748817 0.741218 
0.041904 0.638310 0.728773 
0.281314 0.653857 0.554614 
0.058792 0.641537 0.741458 
0.302087 0.533004 0.725056 
0.058849 0.684825 0.686226 
0.115772 0.611677 0.582257 
0.175190 0.641295 0.625331 
0.137890 0.724748 0.752052 
0.194636 0.581958 0.874775 
0.167918 0.530045 0.706165 
0.106731 0.849440 0.597643 
0.125987 0.773004 0.684540 
0.178849 0.749536 0.492203 
0.125535 0.493889 0.644953 
0.092757 0.759741 0.533334 
0.019940 0.859805 0.546999 
0.008024 0.975134 0.533775 
0.035481 0.553460 0.976191 
0.226862 0.730304 0.723556 
0.359136 0.695689 0.606856 
0.296484 0.748807 0.528764 
0.277168 0.582436 0.585290 
0.031709 0.728588 0.687131 
0.525324 0.561823 0.562757 
0.031137 0.854359 0.641199 
0.014233 0.780546 0.737434 
0.332201 0.709103 0.627705 
0.387852 0.634999 0.574676 
0.173415 0.675039 0.656706 
0.018838 0.553538 0.881981 
0.177014 0.524418 0.794223 
0.023057 0.939797 0.680131 
0.105684 0.756129 0.691542 
0.118632 0.636189 0.851650 
0.046722 0.505300 0.962616 
0.124589 0.573880 0.817274 
0.097058 0.506576 0.889629 
0.100104 0.800948 0.680051 
0.108938 0.711688 0.705201 
0.079934 0.774471 0.662647 
0.113563 0.766467 0.692705 
0.001311 0.672727 0.691210 
0.042498 0.885033 0.532009 
0.213668 0.578906 0.693982 
0.157597 0.818156 0.663047 
0.229531 0.734279 0.542853 
0.053084 0.675238 0.733230 
0.198884 0.547984 0.684446 
0.074622 0.484376 0.833865 
0.114384 0.812998 0.468596 
0.269378 0.713976 0.515521 
0.200198 0.669291 0.553588 
0.172324 0.575633 0.677182 
0.040199 0.939095 0.549732 
0.367187 0.521090 0.568736 
0.033452 0.663177 0.724519 
0.329689 0.602053 0.473909 
0.067741 0.770660 0.688834 
0.136133 0.800648 0.554902 
0.003009 0.738661 0.581502 
0.109231 0.633781 0.822623 
0.299386 0.730031 0.593314 
0.294221 0.523479 0.688452 
0.253771 0.792571 0.595098 
0.343550 0.478171 0.527034 
0.117155 0.731181 0.762995 
0.171001 0.514643 0.647039 
0.154676 0.842918 0.553853 
0.272379 0.537915 0.625902 
0.003794 0.963647 0.544375 
0.162995 0.650083 0.631130 
0.286335 0.610716 0.641856 
0.048895 0.794140 0.651044 
0.074718 0.773811 0.614373 
0.367177 0.581270 0.515777 
0.042225 0.619327 0.863752 
0.167522 0.520957 0.815256 
0.436453 0.542463 0.646573 
0.162873 0.648603 0.555538 
0.069962 0.798341 0.669134 
0.024423 0.838011 0.737281 
0.248658 0.582990 0.664610 
0.235812 0.685739 0.479583 
0.398017 0.659533 0.568676 
0.011823 0.955440 0.549221 
0.157208 0.623561 0.774452 
0.166338 0.702738 0.528943 
0.119580 0.739575 0.655257 
0.321377 0.692396 0.601185 
0.156750 0.884419 0.548280 
0.175115 0.725896 0.696801 
0.203706 0.814749 0.594669 
0.098144 0.862472 0.554540 
0.367129 0.551957 0.534609 
0.012425 0.685304 0.883773 
0.271990 0.606181 0.669774 
0.201861 0.662974 0.783950 
0.397339 0.523752 0.615778 
0.233226 0.560561 0.718243 
0.022075 0.730493 0.796129 
0.264286 0.516224 0.750742 
0.045862 0.583097 0.901502 
0.454841 0.502434 0.517709 
0.161634 0.698943 0.763180 
0.103583 0.806526 0.577778 
0.003249 0.537196 0.902870 
0.188979 0.738669 0.591734 
0.013396 0.962758 0.496991 
0.479624 0.606139 0.552067 
0.023937 0.584422 0.824176 
0.183268 0.692042 0.608834 
0.079206 0.853376 0.559311 
0.038706 0.939943 0.550794 
0.219762 0.662683 0.589232 
0.006424 0.743137 0.873876 
0.069240 0.457559 0.741136 
0.010894 0.862481 0.519512 
0.232570 0.671850 0.572220 
0.084211 0.896867 0.494345 
0.105418 0.810766 0.539258 
0.088705 0.815112 0.573186 
0.158221 0.689085 0.650333 
0.292649 0.476096 0.552031 
0.064531 0.565993 0.813081 
0.201311 0.864358 0.538988 
0.088548 0.887963 0.557990 
0.039750 0.633987 0.975600 
0.166956 0.574394 0.891741 
0.345314 0.649106 0.562238 
0.090122 0.755435 0.589344 
0.097327 0.677351 0.695137 
0.410727 0.521664 0.474747 
0.072576 0.849708 0.485461 
0.256359 0.506199 0.633444 
0.288876 0.575796 0.578280 
0.197326 0.609720 0.684311 
0.323780 0.528956 0.586346 
0.460681 0.581448 0.525597 
0.241644 0.719748 0.626214 
0.315160 0.460558 0.535788 
0.021694 0.633029 0.638008 
0.050604 0.561618 0.931686 
0.103951 0.681002 0.734072 
0.093808 0.711944 0.731457 
0.375245 0.632815 0.601064 
